battery_level,battery_health,battery_drop_rate,battery_trend,temperature,motor_current,cpu_load,velocity,anomaly_type
52.67,37.98,0.0,2.03,48.56,4.52,28.73,1.05,BATTERY_DEGRADATION
53.52,37.84,0.0,1.71,47.83,5.15,25.56,1.11,BATTERY_DEGRADATION
54.42,37.72,0.0,1.76,48.07,5.13,40.62,1.11,BATTERY_DEGRADATION
55.4,37.7,0.0,1.89,48.46,5.05,34.54,1.42,BATTERY_DEGRADATION
56.62,38.82,0.0,2.15,48.33,5.48,42.68,1.46,BATTERY_DEGRADATION
55.23,38.77,0.0,2.11,48.75,5.74,45.56,1.47,BATTERY_DEGRADATION
58.51,38.5,0.0,1.9,49.09,5.46,43.96,1.36,BATTERY_DEGRADATION
59.3,38.2,0.0,1.77,49.43,5.74,45.46,1.47,BATTERY_DEGRADATION
60.06,39.42,0.0,1.85,49.75,5.67,35.63,1.54,BATTERY_DEGRADATION
60.11,39.33,0.0,2.16,50.18,5.81,45.12,1.44,BATTERY_DEGRADATION
62.5,39.06,0.0,2.12,50.79,5.9,32.89,1.65,BATTERY_DEGRADATION
63.38,38.76,0.0,1.89,50.73,6.22,30.55,1.76,BATTERY_DEGRADATION
64.51,38.44,0.0,2.03,51.12,5.9,30.87,1.37,BATTERY_DEGRADATION
65.66,38.03,0.0,2.3,50.87,5.51,31.82,1.04,BATTERY_DEGRADATION
63.67,38.01,0.0,2.06,50.4,4.62,42.09,0.84,BATTERY_DEGRADATION
67.75,38.31,0.0,2.09,50.37,4.89,37.25,0.63,BATTERY_DEGRADATION
68.62,38.05,0.0,2.06,50.13,4.2,40.03,0.52,BATTERY_DEGRADATION
69.8,38.05,0.0,2.05,49.24,3.64,34.92,0.86,BATTERY_DEGRADATION
70.91,37.81,0.0,2.31,48.29,4.63,43.65,1.14,BATTERY_DEGRADATION
71.77,37.74,0.0,1.98,48.5,4.96,41.63,1.3,BATTERY_DEGRADATION
72.64,37.37,0.0,1.75,48.67,5.28,41.81,1.32,BATTERY_DEGRADATION
74.24,37.23,0.0,1.71,48.8,5.27,42.58,1.57,BATTERY_DEGRADATION
74.4,37.21,0.0,1.75,48.8,5.96,32.13,1.62,BATTERY_DEGRADATION
75.3,36.96,0.0,1.85,49.46,6.09,32.38,1.64,BATTERY_DEGRADATION
76.25,38.78,0.0,1.8,49.79,5.85,34.2,1.76,BATTERY_DEGRADATION
77.14,38.76,0.0,1.78,49.8,6.41,34.12,1.63,BATTERY_DEGRADATION
79.5,38.76,0.0,1.96,50.29,6.28,34.27,1.63,Normal
80.63,38.76,0.0,2.2,50.55,5.65,45.48,1.53,Normal
81.74,38.76,0.0,2.25,50.59,6.05,35.14,1.39,Normal
82.75,38.76,0.0,2.12,50.76,5.3,41.03,1.31,Normal
83.75,38.76,0.0,2.01,50.55,5.39,44.01,1.47,Normal
84.7,38.76,0.0,1.95,50.35,5.53,42.41,1.45,Normal
85.73,38.76,0.0,1.98,50.37,5.95,30.41,1.04,Normal
86.56,38.76,0.0,1.86,50.35,4.89,38.66,0.77,Normal
87.49,38.76,0.0,1.76,50.22,4.69,28.34,0.61,Normal
88.39,38.76,0.0,1.83,49.47,4.48,33.23,0.58,Normal
89.42,38.76,0.0,1.93,49.08,3.87,42.86,0.42,Normal
90.33,38.76,0.0,1.94,48.55,4.09,23.85,0.59,Normal
90.9,38.76,0.0,1.48,47.8,4.19,35.81,0.92,Normal
91.44,38.76,0.0,1.11,47.24,4.94,39.18,0.98,Normal
91.87,38.76,0.0,0.97,47.6,4.64,40.38,1.24,Normal
92.36,38.76,0.0,0.92,49.37,5.16,41.73,1.37,Normal
92.92,38.76,0.0,1.05,51.2,5.87,40.02,1.31,Normal
93.5,38.76,0.0,1.14,53.27,5.93,27.47,1.56,Normal
94.01,38.76,0.0,1.1,54.57,6.82,29.43,1.7,Normal
94.45,38.76,0.0,0.95,56.65,7.36,43.24,1.52,Normal
95.04,38.76,0.0,1.03,58.64,6.86,27.77,1.43,Normal
95.53,38.76,0.0,1.08,60.09,7.36,40.58,1.49,Normal
96.02,38.76,0.0,0.98,61.83,7.02,28.8,1.49,Normal
96.58,38.76,0.0,1.04,62.82,7.44,40.76,1.64,Normal
97.08,38.76,0.0,1.06,66.27,8.09,40.0,1.76,Normal
97.49,38.76,0.0,0.92,66.73,8.75,41.14,1.77,MOTOR_OVERHEATING
97.96,38.76,0.0,0.88,73.47,8.3,27.15,1.27,MOTOR_OVERHEATING
98.46,38.76,0.0,0.97,70.43,7.73,41.46,0.95,MOTOR_OVERHEATING
97.25,38.76,1.21,-0.71,71.88,7.79,36.65,0.68,MOTOR_OVERHEATING
95.69,38.76,1.56,-2.77,73.2,7.07,40.33,0.55,MOTOR_OVERHEATING
94.53,38.76,1.16,-2.72,73.75,7.54,37.79,0.5,MOTOR_OVERHEATING
93.45,38.76,1.09,-2.25,74.86,7.18,42.39,0.76,MOTOR_OVERHEATING
92.33,38.76,1.11,-2.2,75.75,8.0,30.74,0.94,MOTOR_OVERHEATING
91.15,38.76,1.18,-2.3,76.86,8.06,40.0,0.97,MOTOR_OVERHEATING
89.83,38.76,1.32,-2.5,78.15,9.14,33.94,1.03,MOTOR_OVERHEATING
88.33,38.76,1.5,-2.82,79.78,8.79,29.85,1.24,MOTOR_OVERHEATING
87.09,38.76,1.24,-2.74,80.96,10.0,45.74,1.38,MOTOR_OVERHEATING
85.55,38.76,1.55,-2.78,82.85,9.81,29.74,1.44,MOTOR_OVERHEATING
83.88,38.76,1.67,-3.21,83.97,10.44,37.67,1.4,MOTOR_OVERHEATING
82.42,38.76,1.46,-3.12,85.87,10.73,31.47,1.62,MOTOR_OVERHEATING
80.66,38.76,1.76,-3.22,88.0,11.42,34.39,1.72,MOTOR_OVERHEATING
78.78,38.76,1.88,-3.64,90.08,11.55,37.11,1.8,MOTOR_OVERHEATING
77.15,38.76,1.63,-3.51,91.96,12.17,36.85,1.56,MOTOR_OVERHEATING
75.58,38.76,1.57,-3.2,93.9,11.92,28.17,1.42,MOTOR_OVERHEATING
74.0,38.76,1.59,-3.15,95.56,11.54,34.88,1.46,MOTOR_OVERHEATING
72.67,38.76,1.32,-2.91,97.35,11.64,36.8,1.6,MOTOR_OVERHEATING
71.06,38.76,1.61,-2.93,98.86,12.12,27.92,1.17,MOTOR_OVERHEATING
69.55,38.76,1.51,-3.12,100.45,11.6,27.44,0.86,MOTOR_OVERHEATING
68.33,38.76,1.23,-2.73,101.72,11.14,26.67,0.67,MOTOR_OVERHEATING
67.12,38.76,1.2,-2.43,102.66,11.29,24.86,0.5,MOTOR_OVERHEATING
66.0,38.76,1.12,-2.33,103.52,10.98,25.42,0.46,MOTOR_OVERHEATING
64.74,38.76,1.26,-2.39,48.43,4.2,28.77,0.91,Normal
63.18,38.76,1.56,-2.82,47.57,4.59,42.48,1.19,Normal
61.63,38.76,1.55,-3.11,47.89,5.19,43.1,1.4,Normal
60.08,38.76,1.55,-3.1,48.46,5.52,32.77,1.38,Normal
58.54,38.76,1.55,-3.1,48.29,5.83,30.78,1.41,Normal
57.14,38.76,1.4,-2.95,48.58,5.73,43.64,1.59,Normal
55.61,38.76,1.52,-2.92,49.45,5.77,33.68,1.66,Normal
54.2,38.76,1.41,-2.93,49.93,6.28,46.11,1.58,Normal
52.57,38.76,1.64,-3.04,50.31,5.81,44.27,1.64,Normal
50.85,38.76,1.72,-3.35,50.89,6.33,33.21,1.65,Normal
49.42,38.76,1.43,-3.15,50.9,5.87,38.2,1.53,Normal
47.97,38.76,1.45,-2.88,50.81,5.57,45.0,1.51,Normal
46.51,38.76,1.46,-2.91,50.61,5.85,38.19,1.6,Normal
45.06,38.76,1.45,-2.91,50.9,6.2,28.5,1.44,Normal
43.4,38.76,1.66,-3.11,51.25,5.44,45.92,1.56,Normal
41.64,38.76,1.76,-3.42,51.3,6.19,30.94,1.19,Normal
40.16,38.76,1.49,-3.25,51.22,5.53,35.3,0.92,Normal
38.87,38.76,1.28,-2.77,48.86,4.43,37.23,0.79,Normal
37.35,38.76,1.52,-2.81,50.45,4.48,27.42,0.6,Normal
36.08,38.76,1.27,-2.79,49.86,3.89,26.59,0.57,Normal
34.86,38.76,1.22,-2.49,48.98,5.02,31.55,3.31,ABNORMAL_VELOCITY
33.35,38.76,1.51,-2.73,48.56,5.67,41.67,3.91,ABNORMAL_VELOCITY
32.23,38.76,1.12,-2.63,48.43,5.96,27.47,3.38,Normal
31.01,38.76,1.22,-2.34,48.18,5.89,36.29,0.0,ABNORMAL_VELOCITY
29.52,38.76,1.49,-2.71,48.08,6.36,37.94,0.0,Normal
28.11,38.76,1.4,-2.89,48.6,5.92,41.41,4.24,ABNORMAL_VELOCITY
26.71,38.76,1.4,-2.8,49.06,6.34,39.09,4.35,ABNORMAL_VELOCITY
25.11,38.76,1.61,-3.01,49.16,6.74,30.55,3.97,ABNORMAL_VELOCITY
23.4,38.76,1.71,-3.32,49.06,6.72,38.39,3.12,ABNORMAL_VELOCITY
22.02,38.76,1.38,-3.09,49.44,6.81,37.0,4.11,ABNORMAL_VELOCITY
20.54,38.76,1.48,-2.86,49.67,7.57,43.16,3.58,ABNORMAL_VELOCITY
18.9,38.76,1.63,-3.12,50.57,6.73,31.98,4.06,ABNORMAL_VELOCITY
19.8,38.76,0.0,-0.74,51.07,6.64,34.69,3.55,ABNORMAL_VELOCITY
20.75,38.76,0.0,1.85,50.7,6.27,26.57,0.0,ABNORMAL_VELOCITY
21.8,38.76,0.0,2.0,50.87,6.76,33.12,0.0,ABNORMAL_VELOCITY
22.75,38.76,0.0,1.99,50.99,6.45,27.04,3.98,ABNORMAL_VELOCITY
23.65,38.76,0.0,1.85,50.95,5.92,29.56,0.0,ABNORMAL_VELOCITY
24.81,38.76,0.0,2.06,50.11,5.82,43.14,3.46,ABNORMAL_VELOCITY
25.67,38.76,0.0,2.02,50.24,4.98,30.55,3.36,ABNORMAL_VELOCITY
26.55,38.76,0.0,1.74,49.42,5.19,38.08,1.86,ABNORMAL_VELOCITY
27.64,38.76,0.0,1.97,48.78,4.93,31.66,3.64,ABNORMAL_VELOCITY
28.5,38.76,0.0,1.95,48.01,5.26,41.48,0.0,ABNORMAL_VELOCITY
29.61,38.76,0.0,1.97,48.37,5.48,38.29,0.0,ABNORMAL_VELOCITY
30.76,38.76,0.0,2.25,48.48,5.94,28.72,0.0,ABNORMAL_VELOCITY
31.68,38.76,0.0,2.07,48.21,5.56,31.42,3.83,ABNORMAL_VELOCITY
32.72,38.76,0.0,1.96,47.75,6.06,32.07,3.3,ABNORMAL_VELOCITY
33.54,38.76,0.0,1.86,47.9,7.13,30.65,3.25,ABNORMAL_VELOCITY
34.59,38.76,0.0,1.87,48.69,6.66,27.14,0.0,ABNORMAL_VELOCITY
35.78,38.76,0.0,2.24,48.8,6.52,40.71,3.77,ABNORMAL_VELOCITY
36.61,38.76,0.0,2.02,48.95,6.22,27.48,0.0,ABNORMAL_VELOCITY
37.78,38.76,0.0,1.99,49.33,6.27,31.03,0.0,ABNORMAL_VELOCITY
38.8,38.76,0.0,2.19,49.39,5.98,44.99,0.0,ABNORMAL_VELOCITY
39.89,38.76,0.0,2.11,49.87,6.47,36.81,0.0,ABNORMAL_VELOCITY
40.8,38.76,0.0,2.0,50.0,6.56,43.36,4.06,ABNORMAL_VELOCITY
41.99,38.76,0.0,2.1,50.2,6.52,29.12,4.18,ABNORMAL_VELOCITY
43.11,38.76,0.0,2.31,49.76,6.84,36.64,0.0,ABNORMAL_VELOCITY
44.0,38.76,0.0,2.01,50.23,5.26,31.78,0.84,Normal
45.07,38.76,0.0,1.96,49.74,4.86,35.37,0.63,Normal
46.13,38.76,0.0,2.13,49.66,4.06,26.06,0.59,Normal
47.21,38.76,0.0,2.14,49.03,4.25,31.95,0.43,Normal
48.18,38.76,0.0,2.05,48.72,4.0,31.72,0.8,Normal
49.02,38.76,0.0,1.81,48.14,4.58,34.47,1.13,Normal
50.02,38.76,0.0,1.84,47.88,4.88,33.29,1.12,Normal
51.05,38.76,0.0,2.03,47.67,5.21,43.72,1.4,Normal
52.15,38.76,0.0,2.12,48.03,5.65,26.56,1.34,Normal
53.3,38.76,0.0,2.25,48.43,5.39,44.53,1.53,Normal
54.19,38.76,0.0,2.04,48.93,5.68,46.28,1.51,Normal
55.15,38.76,0.0,1.85,49.46,5.66,45.14,1.38,Normal
55.98,38.76,0.0,1.79,50.07,5.25,34.58,1.43,Normal
56.9,38.76,0.0,1.74,49.67,5.78,35.22,1.62,Normal
57.82,38.76,0.0,1.84,49.61,5.63,39.61,1.73,Normal
58.96,38.76,0.0,2.06,50.19,6.45,29.02,1.64,Normal
60.01,38.76,0.0,2.19,52.14,6.27,46.5,1.8,Normal
61.03,38.76,0.0,2.07,54.12,6.85,33.37,1.84,Normal
62.09,38.76,0.0,2.08,55.78,7.16,35.94,1.78,Normal
62.91,38.76,0.0,1.88,57.83,7.34,31.54,1.39,Normal
64.1,38.76,0.0,2.01,59.3,6.47,42.38,1.07,Normal
65.07,38.76,0.0,2.16,60.36,6.17,43.72,0.76,Normal
65.9,38.76,0.0,1.8,61.59,5.55,30.14,0.66,Normal
67.08,38.76,0.0,2.01,61.76,5.79,23.68,0.48,Normal
68.16,38.76,0.0,2.26,62.25,5.47,44.02,0.83,Normal
69.33,38.76,0.0,2.25,63.5,6.3,32.51,1.22,Normal
70.25,38.76,0.0,2.08,64.35,7.58,32.86,1.23,MOTOR_OVERHEATING
71.27,38.76,0.0,1.94,66.16,7.71,40.89,1.34,MOTOR_OVERHEATING
72.42,38.76,0.0,2.17,68.08,8.2,30.12,1.56,MOTOR_OVERHEATING
73.41,38.76,0.0,2.14,69.51,8.44,29.73,1.58,MOTOR_OVERHEATING
74.28,38.76,0.0,1.87,71.5,8.98,37.37,1.6,MOTOR_OVERHEATING
75.1,38.76,0.0,1.68,73.33,8.8,38.97,1.49,MOTOR_OVERHEATING
76.0,38.76,0.0,1.72,75.32,8.86,31.65,1.41,MOTOR_OVERHEATING
77.13,38.76,0.0,2.03,76.44,9.17,46.39,1.59,MOTOR_OVERHEATING
78.17,38.76,0.0,2.16,80.48,9.84,43.74,1.44,MOTOR_OVERHEATING
79.22,38.76,0.0,2.09,80.06,9.87,35.68,1.47,MOTOR_OVERHEATING
80.15,38.76,0.0,1.99,81.66,9.95,36.96,1.55,MOTOR_OVERHEATING
81.02,38.76,0.0,1.81,83.42,10.48,41.32,1.44,MOTOR_OVERHEATING
81.85,38.76,0.0,1.7,78.54,10.47,28.39,1.52,MOTOR_OVERHEATING
82.84,38.76,0.0,1.81,86.62,10.3,27.49,1.07,MOTOR_OVERHEATING
83.74,38.76,0.0,1.88,87.85,10.12,43.26,0.76,MOTOR_OVERHEATING
84.66,38.76,0.0,1.82,89.3,9.35,25.17,0.57,MOTOR_OVERHEATING
85.81,38.76,0.0,2.08,89.68,9.2,23.67,0.42,MOTOR_OVERHEATING
86.78,38.76,0.0,2.13,89.89,9.15,38.25,0.42,MOTOR_OVERHEATING
87.7,38.76,0.0,1.88,90.66,9.46,35.85,0.63,MOTOR_OVERHEATING
88.53,38.76,0.0,1.74,91.3,10.4,42.35,0.9,MOTOR_OVERHEATING
89.58,38.76,0.0,1.89,92.91,11.09,33.6,1.07,MOTOR_OVERHEATING
90.49,38.76,0.0,1.96,94.94,11.1,38.03,1.11,MOTOR_OVERHEATING
91.07,38.76,0.0,1.49,96.57,11.67,28.22,1.35,MOTOR_OVERHEATING
91.51,38.76,0.0,1.03,98.0,12.51,33.19,1.31,MOTOR_OVERHEATING
91.94,38.76,0.0,0.87,100.26,12.5,27.86,1.46,MOTOR_OVERHEATING
92.48,38.76,0.0,0.97,101.68,12.79,30.91,1.67,MOTOR_OVERHEATING
92.91,38.76,0.0,0.97,47.72,5.76,37.58,1.58,Normal
93.36,38.76,0.0,0.88,48.35,5.87,39.91,1.53,Normal
93.8,38.76,0.0,0.89,48.98,5.7,45.05,1.48,Normal
94.35,38.76,0.0,0.99,49.42,5.42,36.35,1.46,Normal
94.86,38.76,0.0,1.06,49.69,5.46,37.64,1.33,Normal
95.34,38.76,0.0,0.99,49.7,5.64,39.81,1.32,Normal
95.74,38.76,0.0,0.88,50.03,5.12,34.06,1.34,Normal
96.16,38.76,0.0,0.82,49.85,5.74,44.54,1.04,Normal
96.61,38.76,0.0,0.86,50.0,4.7,31.9,0.76,Normal
97.19,38.76,0.0,1.03,49.52,4.75,29.77,0.67,Normal
97.61,38.76,0.0,1.0,48.98,4.25,41.42,0.57,Normal
98.02,38.76,0.0,0.83,48.64,3.84,24.69,0.51,Normal
96.89,38.76,1.13,-0.71,47.83,3.62,37.15,0.95,Normal
95.85,38.76,1.05,-2.18,47.53,4.89,33.93,1.2,Normal
94.64,38.76,1.21,-2.26,47.63,5.1,44.34,1.21,Normal
93.2,38.76,1.44,-2.65,48.3,5.99,34.9,0.0,Normal
91.81,38.76,1.39,-2.83,52.93,6.61,40.99,0.0,Normal
90.47,38.76,1.34,-2.73,48.78,6.91,30.88,0.0,Normal
88.77,38.76,1.7,-3.04,49.33,5.91,34.43,0.0,Normal
87.22,38.76,1.55,-3.25,49.67,6.56,38.2,3.5,ABNORMAL_VELOCITY
85.53,38.76,1.69,-3.24,49.73,6.6,46.29,0.0,ABNORMAL_VELOCITY
84.03,38.76,1.5,-3.19,49.85,7.27,39.42,3.21,ABNORMAL_VELOCITY
82.35,38.76,1.67,-3.18,50.42,7.03,43.8,0.0,ABNORMAL_VELOCITY
80.8,38.76,1.55,-3.23,50.58,6.67,30.81,4.3,ABNORMAL_VELOCITY
78.9,38.76,1.9,-3.45,50.92,6.89,43.32,4.04,ABNORMAL_VELOCITY
77.45,38.76,1.44,-3.34,51.46,6.44,34.81,4.18,ABNORMAL_VELOCITY
75.74,38.76,1.71,-3.16,51.45,6.51,29.69,3.92,ABNORMAL_VELOCITY
74.34,38.76,1.4,-3.12,51.1,6.6,35.02,0.0,ABNORMAL_VELOCITY
72.8,38.76,1.54,-2.94,51.05,6.13,32.54,0.0,ABNORMAL_VELOCITY
71.21,38.76,1.59,-3.13,50.82,6.01,36.32,3.29,ABNORMAL_VELOCITY
69.57,38.76,1.64,-3.23,50.21,5.38,28.21,0.0,ABNORMAL_VELOCITY
68.11,38.76,1.46,-3.09,49.53,4.85,29.82,0.0,ABNORMAL_VELOCITY
66.88,38.76,1.24,-2.69,48.85,4.6,25.62,2.73,ABNORMAL_VELOCITY
65.54,38.76,1.34,-2.57,48.26,5.39,46.87,0.0,ABNORMAL_VELOCITY
64.3,38.76,1.24,-2.58,48.28,5.28,35.75,0.0,ABNORMAL_VELOCITY
62.99,38.76,1.31,-2.55,48.29,6.06,44.3,3.71,ABNORMAL_VELOCITY
61.42,38.76,1.57,-2.87,48.6,6.36,34.53,3.87,ABNORMAL_VELOCITY
59.7,38.76,1.72,-3.29,49.0,6.22,38.72,3.28,ABNORMAL_VELOCITY
58.09,38.76,1.61,-3.33,49.45,6.76,28.6,4.5,ABNORMAL_VELOCITY
56.77,38.76,1.33,-2.93,49.67,6.96,31.78,0.24,ABNORMAL_VELOCITY
55.03,38.76,1.74,-3.06,50.13,7.14,29.6,4.16,ABNORMAL_VELOCITY
53.29,38.76,1.74,-3.48,50.09,6.86,46.25,4.5,ABNORMAL_VELOCITY
51.81,38.76,1.48,-3.22,50.98,7.16,40.04,0.03,ABNORMAL_VELOCITY
50.09,38.76,1.72,-3.2,51.29,6.75,44.78,4.09,ABNORMAL_VELOCITY
48.5,38.76,1.59,-3.31,51.32,7.3,46.1,0.0,ABNORMAL_VELOCITY
46.72,38.76,1.78,-3.36,51.91,7.76,28.11,0.0,ABNORMAL_VELOCITY
45.2,38.76,1.52,-3.3,52.3,6.78,36.48,3.67,ABNORMAL_VELOCITY
43.32,38.76,1.89,-3.41,52.25,7.0,28.38,0.0,ABNORMAL_VELOCITY
41.65,38.76,1.67,-3.56,51.97,5.51,43.36,0.0,ABNORMAL_VELOCITY
40.36,38.76,1.29,-2.96,51.9,5.07,34.31,0.0,ABNORMAL_VELOCITY
39.17,38.76,1.19,-2.48,50.83,5.19,30.52,2.49,ABNORMAL_VELOCITY
37.83,38.76,1.34,-2.52,49.86,4.4,27.1,0.44,ABNORMAL_VELOCITY
36.66,38.76,1.17,-2.5,49.16,3.86,26.55,0.92,Normal
35.62,38.76,1.04,-2.21,48.27,4.64,29.8,1.26,Normal
34.0,38.76,1.62,-2.66,51.48,5.32,36.05,1.39,Normal
32.71,38.76,1.29,-2.91,48.27,5.76,26.36,1.37,Normal
31.07,38.76,1.64,-2.93,48.64,5.28,30.83,1.47,Normal
29.71,38.76,1.37,-3.01,48.39,5.89,29.37,1.44,Normal
27.92,38.76,1.79,-3.16,48.82,5.81,34.14,1.37,Normal
26.21,38.76,1.71,-3.5,49.3,5.89,36.95,1.39,Normal
24.65,38.76,1.55,-3.26,49.46,5.52,41.16,1.3,Normal
22.93,38.76,1.72,-3.28,49.49,5.62,30.81,1.28,Normal
21.51,38.76,1.42,-3.14,49.61,5.67,27.32,1.36,Normal
19.82,38.76,1.69,-3.11,49.51,6.06,28.61,1.37,Normal
20.7,38.76,0.0,-0.81,49.6,6.09,28.56,1.45,Normal
21.8,38.76,0.0,1.97,49.86,5.87,41.49,1.39,Normal
22.95,38.76,0.0,2.25,50.3,5.89,28.27,1.54,Normal
23.92,38.76,0.0,2.12,51.48,6.04,31.35,1.21,Normal
25.08,38.76,0.0,2.13,52.98,5.9,39.66,0.95,Normal
26.15,38.76,0.0,2.23,54.44,5.28,24.82,0.69,Normal
27.2,38.76,0.0,2.11,55.12,5.41,41.77,0.49,Normal
28.07,38.76,0.0,1.91,56.48,5.26,39.69,0.41,Normal
29.16,38.76,0.0,1.97,57.49,5.36,35.76,0.83,Normal
30.11,38.76,0.0,2.05,58.9,6.13,41.08,1.21,Normal
31.15,38.76,0.0,1.99,60.58,6.56,45.11,1.45,Normal
32.35,38.76,0.0,2.24,62.34,7.45,41.55,1.34,Normal
33.47,38.76,0.0,2.32,64.5,7.37,44.84,1.29,Normal
34.36,38.76,0.0,2.01,65.86,7.64,33.9,1.5,MOTOR_OVERHEATING
35.39,38.76,0.0,1.91,67.28,8.18,43.53,1.67,MOTOR_OVERHEATING
36.28,38.76,0.0,1.92,68.91,8.9,40.83,1.69,MOTOR_OVERHEATING
37.29,38.76,0.0,1.9,70.93,9.21,39.19,1.81,MOTOR_OVERHEATING
38.34,38.76,0.0,2.07,73.34,9.28,45.77,1.76,MOTOR_OVERHEATING
39.49,38.76,0.0,2.2,75.74,9.38,33.69,1.64,MOTOR_OVERHEATING
40.31,38.76,0.0,1.97,77.49,9.62,33.83,1.67,MOTOR_OVERHEATING
41.38,38.76,0.0,1.89,78.77,9.9,29.05,1.6,MOTOR_OVERHEATING
42.38,38.76,0.0,2.07,80.09,9.41,36.88,1.55,MOTOR_OVERHEATING
43.44,38.76,0.0,2.06,81.75,9.77,30.44,1.59,MOTOR_OVERHEATING
44.49,38.76,0.0,2.11,83.21,10.22,38.39,1.13,MOTOR_OVERHEATING
45.68,38.76,0.0,2.24,84.81,9.4,38.09,0.91,MOTOR_OVERHEATING
46.51,38.76,0.0,2.02,86.15,9.56,31.45,0.73,MOTOR_OVERHEATING
47.51,38.76,0.0,1.83,86.93,9.29,24.72,0.62,MOTOR_OVERHEATING
48.59,38.76,0.0,2.08,87.58,9.26,41.09,0.57,MOTOR_OVERHEATING
49.65,38.76,0.0,2.14,88.57,8.94,35.95,0.85,MOTOR_OVERHEATING
50.54,38.76,0.0,1.95,89.08,10.16,40.89,1.23,MOTOR_OVERHEATING
51.59,38.76,0.0,1.94,90.46,10.82,33.9,1.48,MOTOR_OVERHEATING
52.57,38.76,0.0,2.02,92.22,11.75,42.63,1.59,MOTOR_OVERHEATING
53.72,38.76,0.0,2.12,94.37,11.96,42.01,1.46,MOTOR_OVERHEATING
54.79,38.76,0.0,2.22,96.59,11.9,39.78,1.65,MOTOR_OVERHEATING
55.94,38.76,0.0,2.22,98.07,12.33,34.56,1.62,MOTOR_OVERHEATING
57.03,38.76,0.0,2.24,100.09,12.71,39.2,1.67,MOTOR_OVERHEATING
57.94,38.76,0.0,2.0,101.76,12.61,35.72,1.59,MOTOR_OVERHEATING
58.86,38.76,0.0,1.83,103.39,13.1,37.77,1.5,MOTOR_OVERHEATING
59.72,38.76,0.0,1.78,105.37,13.12,34.96,1.41,MOTOR_OVERHEATING
60.7,38.76,0.0,1.84,51.61,5.38,29.86,1.36,Normal
61.53,38.76,0.0,1.81,51.14,5.68,37.13,1.42,Normal
62.38,38.76,0.0,1.69,51.02,5.91,42.53,1.4,Normal
63.48,38.76,0.0,1.95,51.22,5.41,36.59,1.56,Normal
64.47,38.76,0.0,2.09,50.71,5.77,33.16,1.2,Normal
65.55,38.76,0.0,2.07,51.0,5.12,33.44,0.88,Normal
66.39,38.76,0.0,1.92,50.49,4.88,40.98,0.76,Normal
67.41,38.76,0.0,1.86,50.09,4.65,32.91,0.61,Normal
68.3,38.76,0.0,1.91,49.57,4.48,30.26,0.57,Normal
69.3,38.76,0.0,1.9,48.77,4.12,25.85,0.87,Normal
70.23,38.76,0.0,1.94,48.27,4.64,36.89,1.26,Normal
71.33,38.76,0.0,2.03,48.26,5.16,41.43,1.21,Normal
72.53,38.76,0.0,2.29,48.31,5.53,34.67,1.23,Normal
73.42,38.76,0.0,2.09,48.6,5.24,26.46,1.35,Normal
74.46,38.76,0.0,1.94,48.26,5.42,33.93,1.49,Normal
75.44,38.76,0.0,2.02,48.45,5.71,31.93,1.42,Normal
76.24,38.76,0.0,1.78,48.52,6.37,43.51,0.0,Normal
77.36,38.76,0.0,1.92,48.59,7.13,44.37,0.0,Normal
78.48,38.76,0.0,2.24,49.29,6.87,32.57,0.0,Normal
79.66,38.76,0.0,2.31,49.59,6.65,40.97,0.21,Normal
80.5,38.76,0.0,2.02,50.32,7.24,29.41,0.27,Normal
81.34,38.76,0.0,1.68,50.94,7.08,40.86,3.64,ABNORMAL_VELOCITY
82.5,38.76,0.0,1.99,51.67,6.81,38.35,0.26,ABNORMAL_VELOCITY
83.67,38.76,0.0,2.33,52.13,7.64,33.84,0.0,ABNORMAL_VELOCITY
84.49,38.76,0.0,1.99,52.73,6.62,37.6,0.0,ABNORMAL_VELOCITY
85.36,38.76,0.0,1.68,52.72,6.33,31.81,2.52,ABNORMAL_VELOCITY
86.31,38.76,0.0,1.82,52.37,6.18,42.23,2.5,ABNORMAL_VELOCITY
87.34,38.76,0.0,1.99,52.21,5.04,29.68,2.98,ABNORMAL_VELOCITY
88.37,38.76,0.0,2.07,50.71,5.25,24.23,0.0,ABNORMAL_VELOCITY
89.3,38.76,0.0,1.96,49.62,4.63,33.98,3.35,ABNORMAL_VELOCITY
90.24,38.76,0.0,1.87,48.57,4.75,47.24,0.0,ABNORMAL_VELOCITY
90.83,38.76,0.0,1.53,48.15,5.94,44.16,0.0,ABNORMAL_VELOCITY
91.35,38.76,0.0,1.11,48.66,5.34,33.24,3.41,ABNORMAL_VELOCITY
91.86,38.76,0.0,1.03,48.56,6.31,33.79,3.2,ABNORMAL_VELOCITY
92.34,38.76,0.0,0.99,48.86,6.59,33.34,0.0,ABNORMAL_VELOCITY
92.74,38.76,0.0,0.88,49.07,6.37,34.45,3.81,ABNORMAL_VELOCITY
93.32,38.76,0.0,0.98,49.46,6.2,42.34,3.76,ABNORMAL_VELOCITY
93.91,38.76,0.0,1.17,49.87,6.77,45.31,0.0,ABNORMAL_VELOCITY
94.32,38.76,0.0,1.0,49.97,6.88,30.97,0.0,ABNORMAL_VELOCITY
94.81,38.76,0.0,0.9,50.4,6.07,36.37,3.95,ABNORMAL_VELOCITY
