battery_level,battery_health,battery_drop_rate,battery_trend,temperature,motor_current,cpu_load,velocity
52.07,38.75,0.0,1.98,50.0,5.72,30.32,1.35
87.98,37.5,0.0,2.05,47.85,3.64,31.73,0.57
91.04,38.03,0.0,1.93,50.45,6.68,46.06,0.0
22.84,39.9,0.0,2.02,74.58,8.92,36.83,1.61
71.07,38.5,0.0,1.97,49.94,5.83,30.16,1.38
61.41,100.0,0.42,-0.98,50.39,4.1,25.88,0.56
24.33,39.3,1.29,-2.57,48.05,5.64,29.23,1.37
86.27,39.19,1.61,-3.25,48.61,5.96,30.54,1.89
71.54,38.34,1.33,-3.02,47.93,5.57,44.22,1.47
30.25,38.76,0.0,1.83,47.28,4.95,40.88,1.28
85.82,38.03,0.0,2.04,50.42,5.07,39.38,2.53
62.1,38.2,0.0,1.92,47.84,5.62,28.63,0.0
68.25,39.09,0.0,2.07,53.83,6.28,39.11,1.38
80.03,37.51,1.46,-3.07,102.28,13.09,34.69,1.63
36.37,37.97,0.0,2.21,51.72,6.52,46.44,3.39
28.48,37.2,0.0,2.18,50.17,4.13,40.76,0.54
74.52,37.29,1.3,-2.86,47.54,4.93,35.52,1.19
67.58,37.43,0.0,2.08,48.86,5.97,28.31,1.51
20.43,37.97,0.0,1.98,49.65,5.04,41.01,0.0
74.56,37.51,1.77,-3.55,69.71,7.98,42.1,1.58
63.79,39.19,0.0,1.98,51.74,5.37,42.08,1.57
43.14,39.23,1.4,-3.01,49.29,5.69,44.16,1.4
75.06,37.43,1.86,-3.87,52.06,6.07,26.98,1.55
50.32,37.51,0.0,1.84,49.14,4.82,28.25,1.04
94.17,37.57,1.71,-2.92,48.19,5.35,45.81,1.28
55.03,37.15,0.0,2.23,49.41,6.3,41.78,1.47
46.62,37.51,0.0,2.16,51.66,5.19,36.13,0.0
80.42,36.35,0.0,1.63,47.47,4.99,31.0,1.44
89.53,38.37,0.0,1.82,49.68,6.02,29.37,1.44
49.39,37.93,1.55,-3.19,49.02,6.56,32.7,0.0
27.54,38.21,1.71,-3.12,50.36,5.99,29.24,1.63
39.52,38.98,1.61,-3.52,51.4,7.2,46.6,0.13
25.52,37.68,0.0,1.83,50.28,4.82,36.11,0.68
62.25,38.65,0.0,1.83,51.46,5.89,42.19,1.59
59.02,36.9,0.0,1.91,49.75,6.62,42.7,4.5
87.34,38.76,0.0,1.99,52.21,5.04,29.68,2.98
77.47,37.51,0.0,2.28,91.39,10.91,36.98,1.44
18.27,39.33,1.37,-2.92,50.88,5.34,25.53,0.68
28.26,37.91,0.0,2.13,48.8,5.71,44.93,3.61
40.59,37.97,0.0,2.09,50.34,3.83,39.58,0.49
39.51,35.55,0.0,1.94,83.62,10.63,35.81,1.76
73.2,39.19,0.0,2.15,47.26,4.41,32.71,1.11
23.48,38.98,1.73,-3.19,48.32,5.95,33.64,1.27
39.87,38.98,0.0,1.78,76.78,9.26,26.52,1.44
91.88,38.65,0.0,0.95,96.55,11.74,38.72,1.06
20.84,37.93,0.0,1.8,50.38,6.59,36.32,1.44
73.31,39.25,1.55,-2.81,51.39,4.71,31.24,0.59
66.92,38.04,0.0,1.8,49.81,3.62,38.0,0.42
33.21,37.2,0.0,1.97,51.27,6.16,30.16,0.13
66.06,38.04,0.0,1.87,50.65,4.48,26.64,0.47
88.35,38.07,1.84,-3.39,50.79,6.09,32.6,2.87
65.43,38.08,0.0,2.04,48.78,3.56,42.34,0.39
46.21,37.94,0.0,2.13,48.8,3.69,32.53,0.95
88.1,37.68,0.0,1.76,87.4,9.48,35.21,1.0
22.06,38.74,0.0,2.19,49.32,5.83,42.0,1.49
22.49,37.2,1.61,-3.43,49.11,7.27,46.42,3.79
21.86,37.2,0.0,2.06,48.93,5.45,41.29,1.33
30.79,39.81,0.0,1.77,50.62,6.23,42.72,1.59
52.76,37.95,1.5,-3.33,61.24,7.09,35.2,1.49
86.24,100.0,0.7,-1.31,50.68,7.48,30.02,3.66
41.56,38.11,1.51,-3.29,51.21,5.73,40.51,0.0
75.04,39.22,1.17,-2.55,51.5,4.26,37.86,0.64
35.84,38.03,0.0,2.06,59.9,6.85,35.21,1.47
74.71,38.11,0.0,2.32,54.93,7.06,28.26,1.58
91.43,38.68,0.0,0.83,75.95,8.5,34.57,1.14
60.26,38.98,0.0,2.06,50.38,5.99,30.6,1.64
69.24,38.24,0.0,1.86,48.46,5.61,42.79,0.0
58.98,100.0,0.6,-1.2,61.47,7.4,37.46,1.13
94.55,36.9,0.0,1.14,51.08,5.29,31.47,0.87
47.23,38.07,1.6,-3.02,48.05,4.81,45.2,1.21
76.25,38.78,0.0,1.8,49.79,5.85,34.2,1.76
70.42,38.04,0.0,1.89,50.24,5.78,46.52,1.64
30.02,100.0,0.53,-1.22,50.6,5.46,33.96,1.47
54.06,38.76,1.39,-3.1,58.0,7.19,32.45,1.8
66.27,49.72,0.81,-1.58,47.31,4.46,30.75,0.99
79.62,100.0,0.55,-1.07,87.59,11.32,39.33,1.78
97.0,38.27,1.46,-0.93,48.36,5.59,35.03,1.54
73.36,38.03,0.0,2.1,49.63,5.43,31.46,1.48
83.75,38.76,0.0,2.01,50.55,5.39,44.01,1.47
61.41,38.08,1.31,-2.84,48.48,7.14,36.56,4.34
75.4,36.27,1.88,-3.8,74.97,8.97,38.94,1.61
90.62,36.35,0.0,1.49,50.45,6.2,32.81,1.65
96.64,38.94,0.0,0.96,48.06,5.09,29.58,1.36
62.36,45.06,1.1,-2.18,74.71,8.79,26.03,1.33
70.91,37.81,0.0,2.31,48.29,4.63,43.65,1.14
56.48,38.08,1.55,-3.25,49.8,6.44,38.28,3.17
27.28,39.09,1.54,-3.21,51.13,7.04,40.92,3.85
94.13,38.21,1.51,-3.02,48.49,5.7,38.08,1.57
60.1,100.0,0.52,-1.04,48.85,4.05,27.13,0.43
50.94,38.75,0.0,1.68,49.94,5.66,27.21,1.34
62.03,38.56,0.0,2.08,48.84,7.02,46.1,4.5
60.66,37.5,1.62,-3.32,49.1,5.29,37.43,1.45
52.25,39.19,1.37,-2.82,97.7,11.72,31.17,1.49
29.18,38.56,0.0,1.75,52.01,5.78,40.27,1.2
79.79,100.0,0.6,-1.18,49.44,6.17,38.99,3.01
57.38,38.03,1.45,-3.26,48.63,5.47,31.66,1.28
42.99,38.27,0.0,1.9,48.49,6.25,40.49,0.0
67.87,38.95,0.0,2.19,49.32,5.75,44.29,1.61
35.83,38.56,0.0,1.85,48.27,5.27,37.26,1.27
49.56,37.84,0.0,2.22,48.47,6.08,34.78,1.52
70.64,54.49,1.1,-2.16,49.69,4.69,32.44,0.77
90.64,38.68,1.63,-3.15,60.67,7.76,35.6,1.39
64.4,38.98,0.0,1.98,49.29,5.67,40.07,1.72
28.61,38.03,0.0,2.0,48.87,5.03,41.92,1.44
54.39,36.9,1.51,-3.17,75.69,9.44,27.62,1.51
41.64,38.76,1.76,-3.42,51.3,6.19,30.94,1.19
68.86,52.22,0.91,-1.74,49.19,4.11,43.13,0.45
63.5,37.34,1.13,-2.23,48.99,5.23,32.99,3.47
38.21,38.07,1.66,-3.08,50.26,6.07,28.43,1.84
95.17,38.4,0.0,0.92,51.22,6.91,45.33,0.0
98.11,38.98,0.0,1.06,79.65,9.74,33.94,1.23
21.91,37.99,0.0,2.0,97.16,12.28,34.05,1.54
83.28,38.07,0.0,2.08,47.95,5.5,45.5,1.38
60.88,39.25,0.0,1.76,50.59,6.65,41.47,3.48
76.17,37.15,0.0,2.32,54.02,6.63,41.42,1.56
88.37,38.4,0.0,1.82,51.33,4.41,38.37,0.64
77.96,39.19,1.59,-3.39,71.21,8.95,40.66,1.79
28.06,36.9,0.0,1.87,48.97,3.68,33.94,0.96
91.13,100.0,0.52,-1.2,50.63,5.43,42.19,1.26
84.55,39.19,1.3,-2.65,63.83,7.79,39.16,1.63
24.97,38.08,1.48,-3.1,48.66,7.08,44.83,0.0
31.25,100.0,0.61,-1.22,49.91,5.98,37.53,1.62
46.95,39.34,0.0,1.87,47.31,4.87,29.38,1.16
62.6,39.81,0.0,2.11,47.8,6.55,31.25,3.99
36.6,37.51,0.0,1.87,48.98,5.73,28.66,1.47
77.46,36.62,0.0,2.0,51.28,5.51,39.64,3.42
21.85,38.5,1.62,-3.02,49.98,6.13,34.69,1.8
42.01,45.06,1.05,-2.15,91.64,10.82,42.39,0.62
38.97,38.97,1.22,-2.7,50.01,4.0,33.19,0.57
46.85,38.07,1.79,-3.16,48.45,6.45,32.55,0.0
31.61,39.19,0.0,1.68,101.15,11.65,29.32,1.07
52.57,38.76,0.0,2.02,92.22,11.75,42.63,1.59
56.55,38.42,1.55,-3.03,48.22,5.66,38.56,1.48
24.16,37.2,1.58,-3.02,92.53,11.13,37.72,1.21
74.59,38.7,1.58,-3.02,49.17,5.53,42.02,1.55
60.7,35.63,1.52,-3.08,50.39,4.06,38.51,0.44
90.01,37.95,0.0,1.82,47.93,6.31,44.3,0.0
66.3,39.09,1.52,-2.98,49.1,6.22,34.9,3.57
58.29,39.77,1.6,-3.03,50.14,5.47,31.42,1.34
78.82,38.12,1.32,-2.46,87.48,10.2,29.1,1.21
61.72,38.12,1.82,-3.21,51.06,6.25,42.27,1.74
44.7,37.97,0.0,2.09,47.78,4.78,25.26,1.05
70.03,37.51,0.0,2.13,79.97,8.26,28.82,1.11
74.25,38.22,1.48,-2.91,47.79,5.47,36.57,1.34
38.11,39.81,0.0,1.96,42.51,4.46,30.89,0.72
53.33,38.08,0.0,2.04,71.52,8.76,28.68,1.63
17.62,38.52,0.0,1.85,51.78,5.26,30.13,0.68
38.48,38.25,1.78,-3.57,47.9,5.75,30.48,1.35
65.54,38.76,1.34,-2.57,48.26,5.39,46.87,0.0
96.01,39.19,0.0,1.12,50.09,6.73,39.87,3.68
54.15,37.5,1.55,-3.24,49.12,6.23,31.43,0.0
39.17,38.76,1.19,-2.48,50.83,5.19,30.52,2.49
94.83,38.12,1.83,-3.41,73.07,8.66,33.98,1.63
52.31,39.21,1.42,-2.83,49.99,4.81,26.71,0.73
29.15,38.11,1.6,-3.3,49.05,5.24,26.61,1.52
87.95,38.68,0.0,1.95,47.9,5.7,35.61,1.47
69.95,39.19,1.34,-2.8,80.8,8.98,39.56,0.88
92.4,39.12,0.0,1.02,49.93,5.62,36.57,1.17
59.8,36.62,0.0,2.27,47.88,4.12,37.76,0.5
50.15,35.55,0.0,2.28,102.3,12.0,44.49,0.99
91.97,38.12,0.0,0.93,50.6,5.83,26.87,1.13
26.63,38.12,0.0,1.85,101.45,12.72,29.72,1.27
49.76,38.03,0.0,2.02,84.83,9.92,41.21,1.47
90.83,39.81,0.0,1.95,49.65,5.48,43.71,1.71
94.8,45.06,0.0,1.01,48.96,5.59,34.62,1.49
81.3,39.19,0.0,1.86,48.62,6.95,31.3,4.05
37.85,39.25,0.0,2.02,49.5,6.58,44.87,4.5
94.63,38.11,0.0,0.91,95.17,12.17,38.09,1.76
76.37,37.95,1.98,-3.72,52.18,5.81,41.26,1.62
33.64,39.25,0.0,1.82,48.25,5.97,39.59,3.85
29.9,35.55,1.36,-2.72,50.45,4.2,36.89,0.56
21.45,39.7,0.0,1.98,51.89,4.9,31.34,0.59
78.32,37.5,0.0,2.38,48.54,5.71,29.89,1.54
54.86,45.6,0.0,1.8,93.57,10.41,30.69,0.68
40.55,38.08,1.54,-2.6,46.85,4.9,44.28,1.41
96.56,37.2,1.5,-0.99,89.39,11.46,45.2,1.74
79.83,37.93,1.82,-3.54,50.89,6.53,45.22,3.31
79.36,38.03,0.0,2.04,78.2,9.13,35.48,1.53
39.16,38.25,0.0,2.37,50.76,5.73,39.62,1.36
46.36,38.98,0.0,1.92,51.33,5.64,40.83,1.1
78.58,38.6,0.0,1.78,51.06,5.39,27.84,1.06
49.12,37.68,0.0,1.84,47.68,4.9,40.95,1.01
28.22,35.55,0.0,2.06,69.05,8.37,33.68,1.02
82.09,37.5,1.42,-3.06,57.04,6.25,34.7,1.59
75.64,38.56,0.0,2.08,48.09,5.54,32.34,0.0
89.14,36.35,0.0,1.95,49.49,6.29,32.98,1.69
96.58,38.03,0.0,0.98,50.59,5.24,27.36,0.0
48.24,64.95,0.92,-1.77,51.11,6.04,27.86,1.67
42.91,39.81,0.0,1.99,48.12,6.68,27.13,3.95
71.85,36.35,0.0,1.7,49.66,7.24,42.87,3.56
22.76,37.15,0.0,2.15,51.95,7.52,44.46,3.39
88.91,38.08,0.0,1.82,70.34,7.93,31.37,1.26
29.23,37.99,1.52,-2.77,82.92,9.23,33.13,1.26
74.51,38.38,0.0,1.98,51.63,6.61,44.11,2.69
56.09,37.34,1.59,-3.49,49.13,6.24,28.29,0.0
54.12,38.12,1.67,-3.16,52.24,4.96,41.56,0.94
55.25,38.68,0.0,2.31,50.11,7.22,44.03,0.0
21.65,38.03,0.0,1.74,51.98,6.64,35.52,1.32
69.04,37.51,0.0,1.95,78.71,7.98,35.78,0.7
77.94,38.03,0.0,2.04,105.25,13.53,33.11,1.75
96.66,38.12,1.58,-1.01,71.26,8.67,32.95,1.41
43.07,45.06,1.1,-2.34,99.61,11.5,42.33,0.72
87.04,37.51,0.0,2.19,48.95,4.33,30.42,0.58
57.39,38.68,0.0,1.84,68.29,7.74,36.23,1.47
90.94,37.91,0.0,2.15,50.95,4.51,42.56,0.64
70.51,37.5,1.33,-2.71,66.64,7.04,35.88,1.02
79.1,38.67,1.34,-2.85,49.23,5.55,43.57,1.61
80.94,38.66,1.9,-3.59,50.68,6.54,30.27,1.32
37.54,37.99,0.0,2.27,48.03,5.55,34.09,1.47
75.18,37.28,1.56,-3.58,51.32,6.09,37.33,1.93
91.99,38.27,0.0,0.96,86.36,9.44,26.27,0.78
82.68,35.55,1.54,-3.05,49.06,3.67,31.81,0.72
59.32,38.68,0.0,1.93,70.84,8.45,32.95,1.58
39.63,38.07,0.0,1.91,51.63,6.0,32.24,1.63
68.28,36.9,0.0,2.04,48.53,4.98,45.38,1.24
68.69,37.97,0.0,2.01,47.9,5.72,34.87,1.4
71.39,38.68,1.61,-3.11,80.57,8.47,39.57,0.57
30.11,38.76,0.0,2.05,58.9,6.13,41.08,1.21
83.47,38.07,0.0,2.31,51.02,4.28,41.22,0.56
26.57,38.68,1.39,-3.09,47.99,6.21,36.96,3.0
28.83,38.22,0.0,1.96,48.84,4.77,39.88,1.11
41.23,39.09,1.23,-2.66,47.21,5.66,30.78,3.69
32.71,38.76,1.29,-2.91,48.27,5.76,26.36,1.37
65.46,38.07,0.0,2.19,81.39,10.31,35.46,1.59
97.68,38.24,0.0,0.98,59.01,5.25,31.57,0.48
89.97,37.59,1.37,-2.72,49.41,4.33,26.71,0.42
77.07,35.72,1.17,-2.31,48.61,4.05,26.39,0.89
88.06,38.68,0.0,1.95,48.66,4.66,43.78,1.16
85.97,38.4,1.38,-2.91,49.61,6.44,46.08,0.0
62.08,37.51,0.0,1.95,51.95,6.66,44.71,3.32
53.45,38.57,0.0,1.78,48.1,5.23,29.23,1.44
72.49,45.6,0.0,2.26,51.06,5.86,36.41,1.51
27.18,38.18,0.0,2.3,49.47,4.22,34.18,0.66
67.77,38.03,0.0,1.89,87.14,10.65,46.06,1.41
75.75,38.2,0.0,2.1,51.1,6.12,43.12,3.66
90.64,39.19,0.0,1.89,46.63,4.36,28.33,0.77
34.17,38.08,1.05,-2.32,46.88,5.26,35.11,3.04
95.23,36.85,0.0,0.92,50.75,5.56,28.28,1.1
81.53,37.95,0.0,2.22,50.83,5.92,25.32,3.71
80.16,36.78,0.0,1.88,52.09,6.05,30.06,1.48
55.18,36.9,0.0,1.9,48.86,6.47,37.27,0.0
65.69,39.11,0.0,1.77,47.24,4.8,34.64,1.2
95.26,38.24,0.0,1.03,52.93,6.24,43.85,1.48
23.64,37.57,1.78,-3.33,50.21,5.68,35.14,1.51
39.68,37.95,0.0,1.84,49.67,5.92,34.76,1.67
96.28,38.38,0.0,1.17,48.03,4.86,44.77,1.2
23.81,37.93,0.0,2.11,50.81,6.29,42.5,1.11
73.54,38.38,0.0,1.9,51.51,6.96,30.45,3.1
68.01,39.88,1.74,-3.72,51.65,6.34,39.3,1.79
55.24,38.6,0.0,1.75,50.61,6.21,39.25,1.73
31.18,38.07,0.0,1.97,50.32,5.65,28.69,1.38
95.37,38.76,0.0,1.05,50.29,6.47,38.71,0.0
43.78,45.6,0.0,1.79,72.9,8.67,28.61,1.23
23.95,36.18,1.56,-3.21,49.05,5.88,33.28,1.48
67.83,100.0,0.56,-1.26,48.99,5.64,34.31,1.46
24.32,39.33,1.74,-3.38,57.12,6.26,30.12,1.05
22.63,100.0,0.68,-1.4,48.89,7.04,36.44,4.21
50.51,38.03,0.0,1.89,48.58,5.44,28.33,1.51
56.79,37.5,0.0,2.32,87.52,10.44,26.91,1.36
87.71,39.19,0.0,1.62,49.17,4.77,39.95,2.68
36.65,37.93,1.25,-2.63,50.33,4.7,24.98,0.0
46.45,36.27,1.43,-3.45,100.49,12.95,44.41,1.78
19.8,38.76,0.0,-0.74,51.07,6.64,34.69,3.55
19.59,45.6,1.29,-2.27,49.83,4.53,33.4,0.93
81.64,38.2,0.0,2.24,48.18,5.64,28.46,1.53
31.39,39.25,1.58,-3.3,48.24,5.58,27.69,1.46
35.53,37.91,1.34,-2.72,49.3,4.91,36.84,0.0
69.8,39.09,0.0,1.94,49.58,5.58,36.83,1.66
90.25,38.03,1.3,-2.49,47.68,4.8,26.28,1.16
25.66,38.11,1.82,-3.49,49.73,5.66,43.05,1.53
22.41,39.81,0.0,2.03,48.5,5.39,45.4,1.23
88.84,38.15,1.53,-3.08,50.82,6.52,39.19,1.95
92.15,38.08,0.0,0.98,49.3,5.77,41.42,1.49
68.49,100.0,0.56,-1.05,48.59,5.33,31.08,1.57
35.03,38.85,0.0,2.37,48.48,5.31,29.28,1.14
25.08,37.5,0.0,2.08,50.66,4.42,40.53,0.65
95.46,37.15,0.0,0.92,91.13,11.77,32.43,1.57
66.69,38.06,0.0,2.13,47.23,4.89,40.66,1.21
64.84,37.91,1.57,-2.89,48.66,4.36,33.43,1.1
38.52,100.0,0.56,-1.15,51.17,5.92,41.97,0.0
52.63,37.51,1.66,-3.5,90.3,11.65,32.2,1.61
98.46,38.68,0.0,1.1,97.37,10.26,26.92,0.55
41.73,38.03,0.0,1.98,76.65,8.58,29.79,0.81
91.04,36.27,0.0,1.55,48.65,5.03,32.26,1.17
88.91,38.98,0.0,1.78,53.46,5.19,36.13,0.48
61.19,37.28,1.55,-2.7,47.75,4.6,45.21,1.07
78.16,37.15,0.0,1.98,57.85,6.74,39.46,1.65
95.68,37.68,1.34,-2.65,48.01,4.47,26.3,1.08
72.99,37.2,0.0,1.82,50.75,6.7,33.43,1.85
95.05,38.08,0.0,0.86,90.63,11.0,37.68,1.64
54.83,38.03,0.0,2.11,86.46,10.97,45.31,1.6
81.77,44.43,1.45,-2.94,51.1,5.06,44.78,0.94
72.06,38.76,0.0,1.9,48.1,5.82,36.22,4.1
95.1,36.9,0.0,1.08,52.14,6.65,33.72,1.84
47.7,38.07,1.93,-3.42,50.27,5.81,45.85,1.27
93.21,38.08,1.6,-3.02,50.25,6.5,42.45,1.53
48.02,37.51,1.51,-3.05,50.3,6.36,28.66,0.0
87.24,38.38,1.66,-3.33,50.27,5.87,32.67,1.21
52.73,37.91,0.0,1.97,47.61,5.84,28.28,1.52
94.71,39.66,0.0,1.03,48.47,5.63,32.94,1.63
27.51,39.25,0.0,2.04,48.95,4.49,27.22,0.99
37.5,37.5,1.24,-2.33,46.05,5.5,36.49,3.08
56.43,37.25,1.45,-3.03,49.26,5.36,36.48,1.36
27.64,38.76,0.0,1.97,48.78,4.93,31.66,3.64
46.92,38.98,0.0,2.07,51.13,5.2,29.66,3.17
83.33,45.6,0.0,2.17,47.84,5.48,43.68,1.25
93.62,35.55,0.0,0.93,47.44,5.22,45.15,3.88
86.47,100.0,0.72,-1.28,68.46,8.33,29.17,1.91
29.12,37.95,1.5,-2.96,81.32,9.84,37.95,1.55
80.3,39.19,0.0,1.83,48.97,6.07,30.74,0.0
88.72,37.51,1.24,-2.79,92.3,10.78,35.17,1.16
49.2,38.38,0.0,2.03,50.32,5.95,39.91,1.86
54.38,38.99,0.0,1.7,48.26,6.01,33.27,1.8
22.55,37.95,1.66,-3.49,89.38,11.41,35.14,1.7
29.14,38.27,1.39,-3.38,52.73,6.25,39.62,0.0
92.35,38.03,0.0,0.92,100.4,12.52,39.4,1.45
91.39,38.11,0.0,0.95,82.43,10.03,37.09,1.56
84.98,38.71,0.0,1.82,50.08,3.79,27.83,0.56
24.89,38.04,0.0,1.85,51.88,5.81,27.76,3.43
20.12,44.43,1.68,-3.21,64.41,7.35,26.32,1.08
44.32,37.75,0.0,2.27,50.05,3.86,41.24,0.59
87.54,37.51,1.72,-3.33,55.9,6.72,33.91,1.43
19.64,36.35,1.7,-3.56,51.36,5.41,25.12,0.0
85.11,37.51,0.0,1.79,53.27,6.65,38.65,1.23
51.38,100.0,0.52,-1.08,85.01,9.76,39.8,0.84
55.1,38.04,0.0,2.09,54.56,6.33,37.34,1.36
78.37,36.02,0.0,2.15,50.45,6.34,33.31,1.88
19.82,38.76,1.69,-3.11,49.51,6.06,28.61,1.37
62.47,39.09,0.0,1.98,48.52,4.43,41.99,1.24
50.8,38.07,0.0,1.71,61.77,7.13,34.7,1.57
86.09,39.19,0.0,2.04,50.23,5.88,33.9,3.42
25.26,39.09,0.0,2.0,49.75,6.34,42.56,4.12
72.86,37.5,0.0,1.63,49.2,5.73,31.86,1.3
94.33,39.09,0.0,1.01,99.55,11.13,42.11,0.7
95.58,38.41,1.36,-0.85,47.92,4.23,26.07,0.74
51.54,38.72,0.0,2.1,48.34,5.76,30.49,1.57
60.49,39.81,0.0,1.92,47.49,5.18,35.96,2.8
36.9,38.12,1.54,-3.26,74.34,8.84,43.92,1.65
93.69,39.61,0.0,0.98,51.12,5.44,26.46,1.4
43.5,38.98,1.83,-3.62,50.92,5.92,30.06,1.38
86.69,36.9,1.45,-3.31,72.12,8.62,34.56,1.56
54.38,37.99,1.76,-3.45,57.33,7.06,41.38,1.38
76.57,38.08,1.55,-3.38,66.58,6.9,29.64,0.83
80.65,38.81,0.0,1.99,48.13,4.19,43.2,0.7
94.94,38.56,0.0,1.03,48.21,4.11,33.27,0.89
39.02,39.25,0.0,2.07,49.87,7.13,35.73,0.0
37.49,37.68,0.0,1.65,50.53,6.72,28.35,3.51
88.05,38.56,0.0,2.26,50.64,6.0,42.93,1.44
71.73,37.13,1.75,-3.44,52.2,5.86,37.46,1.33
70.6,36.62,0.0,2.11,49.63,6.13,28.54,1.46
94.28,38.11,1.53,-2.96,47.15,5.6,37.65,1.34
30.96,39.9,0.0,2.12,83.5,9.06,32.28,0.96
84.98,38.65,1.69,-3.3,51.03,5.16,40.59,0.94
30.78,39.25,0.0,2.14,48.31,4.8,39.69,1.34
41.99,38.76,0.0,2.1,50.2,6.52,29.12,4.18
64.2,38.34,0.0,2.11,50.86,5.69,42.47,1.13
91.83,44.43,0.0,1.13,50.45,6.51,27.17,3.31
21.07,38.04,0.0,1.96,51.11,6.65,40.03,0.0
47.09,38.07,0.0,1.92,53.81,6.12,29.98,1.64
95.14,38.19,0.0,0.92,47.02,4.18,28.26,0.87
69.11,38.88,0.0,2.03,48.98,5.03,42.82,1.34
91.95,39.19,1.51,-2.95,55.59,5.38,38.78,1.22
51.63,37.5,1.66,-3.63,86.61,10.9,34.63,1.55
30.69,37.99,0.0,2.08,50.15,4.41,33.85,0.58
91.64,39.19,0.0,1.0,46.21,5.34,28.79,1.31
76.68,38.76,1.67,-3.08,50.75,5.6,31.21,1.44
85.65,100.0,0.59,-1.28,50.9,7.15,41.61,3.82
53.29,36.9,0.0,1.82,48.25,6.56,36.44,3.55
39.74,37.2,0.0,2.01,49.81,5.42,45.93,1.52
30.75,37.99,1.25,-2.25,81.76,8.95,40.98,1.01
24.64,37.68,0.0,1.93,51.83,6.85,30.9,0.0
90.18,37.24,1.33,-2.76,47.25,4.97,41.26,1.1
51.25,38.98,0.0,2.11,48.37,5.64,32.98,3.79
47.51,38.4,1.55,-3.13,50.04,6.06,34.37,1.57
22.88,37.93,0.0,2.04,50.36,6.22,29.91,1.47
45.15,39.21,1.31,-2.34,46.99,6.36,35.34,0.0
97.05,39.25,1.29,-0.87,85.02,9.64,25.72,1.0
84.24,38.08,1.59,-3.33,49.51,5.84,37.29,1.56
32.8,39.19,1.31,-2.6,68.77,6.67,30.44,0.41
71.23,38.07,0.0,2.08,49.84,6.31,38.75,1.31
23.33,37.97,1.46,-3.18,50.33,6.73,34.3,0.0
37.31,44.43,1.46,-2.67,47.71,5.48,40.25,1.52
19.69,37.51,1.54,-3.47,49.71,6.58,43.06,0.0
89.77,37.89,0.0,1.35,49.72,5.56,35.43,1.36
42.22,39.33,1.43,-2.78,48.48,5.46,32.73,1.32
27.33,37.95,0.0,2.08,104.06,11.93,29.53,0.64
81.36,100.0,0.55,-1.07,81.86,9.95,45.67,1.51
53.54,38.68,0.0,1.88,60.23,7.39,33.56,1.57
98.47,38.27,0.0,0.95,47.9,6.05,45.02,1.53
89.45,37.69,0.0,1.62,50.8,5.79,36.31,1.47
92.14,45.6,0.0,1.02,50.42,6.05,28.31,1.7
89.53,38.83,0.0,1.62,48.37,4.22,25.88,0.72
42.44,38.24,0.0,2.19,51.0,4.88,26.33,0.79
35.53,37.68,0.0,2.17,48.8,5.67,39.49,1.59
70.38,37.24,1.33,-2.7,62.83,6.29,36.02,0.72
36.18,38.27,1.56,-3.46,50.87,6.46,45.46,1.74
93.45,38.09,1.68,-3.43,49.06,6.76,30.27,0.0
66.97,39.33,0.0,1.89,48.45,5.78,44.42,1.53
65.74,38.18,0.0,2.27,86.32,9.31,33.58,0.6
71.28,38.07,1.22,-2.33,48.22,4.73,34.18,3.35
44.06,38.04,1.41,-3.1,50.56,6.53,28.48,0.0
22.54,37.2,0.0,2.0,51.94,5.91,30.72,0.0
83.53,100.0,0.41,-0.89,49.99,4.77,24.4,2.97
90.92,37.5,0.0,1.01,50.39,6.3,39.49,1.81
33.77,38.03,0.0,2.32,63.23,7.53,35.53,1.53
84.96,36.9,0.0,1.88,49.06,4.54,39.56,0.68
81.08,37.24,1.53,-3.29,52.64,6.27,32.01,1.43
93.84,38.65,0.0,1.06,100.93,11.12,31.18,0.47
63.29,38.98,0.0,2.21,51.11,6.96,42.1,0.0
66.35,100.0,0.58,-1.23,49.18,6.14,42.57,1.7
58.26,37.2,0.0,2.17,50.09,7.65,33.94,0.0
72.72,100.0,0.52,-1.05,50.22,4.2,33.15,0.53
95.24,38.98,1.15,-2.82,50.55,4.39,32.63,0.48
89.36,38.08,0.0,2.32,48.48,4.99,26.89,1.44
93.41,37.51,1.36,-2.61,47.47,5.43,45.81,1.34
92.92,39.57,0.0,0.95,49.17,5.52,31.23,1.51
18.9,38.76,1.63,-3.12,50.57,6.73,31.98,4.06
20.49,37.83,0.0,-0.55,48.52,5.63,39.88,1.33
49.79,38.57,0.0,1.89,48.08,5.22,39.22,0.0
55.42,44.43,1.49,-3.0,49.51,5.66,45.83,1.45
39.06,38.76,1.49,-2.93,73.91,7.96,30.97,0.73
46.23,37.34,0.0,1.96,50.58,6.05,34.48,1.13
69.08,39.86,0.0,2.09,51.54,5.87,44.31,1.72
97.47,38.65,0.0,1.11,47.59,5.56,29.63,1.47
31.39,38.98,0.0,2.0,47.24,5.7,39.55,1.57
25.72,39.39,0.0,2.14,51.43,5.19,39.62,1.56
38.55,36.27,0.0,1.96,49.2,6.22,42.77,3.81
83.25,37.2,0.0,2.15,48.94,5.63,44.2,1.26
84.96,79.95,0.61,-1.17,48.9,4.04,36.1,0.83
91.55,36.27,0.0,1.05,48.34,5.43,39.99,1.45
